input_raw,rxnorm_rxcui,rxnorm_name,rxnorm_tty,atc_l1_code,atc_l1_name,atc_l2_code,atc_l2_name,atc_l3_code,atc_l3_name,atc_l4_code,atc_l4_name
propranolol mg cada horas,8787.0,propranolol,IN,C,,C07,,C07A,,C07AA,"Beta blocking agents, non-selective"
sotaren h,202976.0,Voltaren,BN,D,,D11,,D11A,,D11AX,Other dermatologicals
cmz,,,,,,,,,,,
endocrinol,,,,,,,,,,,
calcitriol,1894.0,calcitriol,IN,A,,A11,,A11C,,A11CC,Vitamin D and analogues
lidoprocto,,,,,,,,,,,
salmeterol fluticasona,284635.0,fluticasone / salmeterol,MIN,R,,R03,,R03A,,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics"
salmeterol fluticasona ipratropio salbutamol,284635.0,fluticasone / salmeterol,MIN,R,,R03,,R03A,,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics"
dicloxacilina,3356.0,dicloxacillin,IN,J,,J01,,J01C,,J01CF,Beta-lactamase resistant penicillins
depoprovera,,,,,,,,,,,
eclometasona nasal,370992.0,beclomethasone Nasal Spray,SCDF,A,,A07,,A07E,,A07EA,Corticosteroids acting locally
piroxicam,8356.0,piroxicam,IN,M,,M01,,M01A,,M01AC,Oxicams
etirocoxib,307296.0,etoricoxib,IN,M,,M01,,M01A,,M01AH,Coxibs
mirtazapina tab noche,15996.0,mirtazapine,IN,N,,N06,,N06A,,N06AX,Other antidepressants
dramamine,151666.0,Dramamine,BN,R,,R06,,R06A,,R06AA,Aminoalkyl ethers
dipirona gr,,,,,,,,,,,
bupropion depresion,42347.0,bupropion,IN,N,,N06,,N06A,,N06AX,Other antidepressants
recuerda,,,,,,,,,,,
tramal long,1364404.0,long pepper extract,IN,,,,,,,,
clorazepam,2598.0,clonazepam,IN,N,,N03,,N03A,,N03AE,Benzodiazepine derivatives
hidrocloroquina,,,,,,,,,,,
hidroxicina,,,,,,,,,,,
emb,4110.0,ethambutol,IN,J,,J04,,J04A,,J04AK,Other drugs for treatment of tuberculosis
alfametildopa,,,,,,,,,,,
abatecept,614391.0,abatacept,IN,L,,L04,,L04A,,L04AA,Selective immunosuppressants
tolterodina,119565.0,tolterodine,IN,G,,G04,,G04B,,G04BD,Drugs for urinary frequency and incontinence
estrogenos orales,4100.0,estrogens,IN,G,,G03,,G03E,,G03EA,Androgens and estrogens
vitamina b d,11253.0,vitamin D,IN,,,,,,,,
tetraciclina,10395.0,tetracycline,IN,A,,A02,,A02B,,A02BD,Combinations for eradication of Helicobacter pylori
anticonceptivos oral,,,,,,,,,,,
timolol ofalmico,10600.0,timolol,IN,C,,C07,,C07A,,C07AA,"Beta blocking agents, non-selective"
tadalafilo,358263.0,tadalafil,IN,G,,G04,,G04B,,G04BE,Drugs used in erectile dysfunction
tylenol ocasional cefalea,202433.0,Tylenol,BN,N,,N02,,N02B,,N02BE,Anilides
analgesicos cefalea,998598.0,Analgesic Balm GRX,BN,M,,M02,,M02A,,M02AC,Preparations with salicylic acid derivatives
analgesicos migrana,42643.0,Migranal,BN,N,,N02,,N02C,,N02CA,Ergot alkaloids
ritalina,224917.0,Ritalin,BN,N,,N06,,N06B,,N06BA,Centrally acting sympathomimetics
doxiciclina,3640.0,doxycycline,IN,J,,J01,,J01A,,J01AA,Tetracyclines
dapaglifozina,,,,,,,,,,,
pila planificacion implantda,2655603.0,pilocarpine hydrochloride Ophthalmic Solution [Pilagan],SBDFP,,,,,,,,
asma,,,,,,,,,,,
meds actualkmente,197803.0,ibuprofen 20 MG/ML Oral Suspension,SCD,M,,M01,,M01A,,M01AE,Propionic acid derivatives
lacosamida carbamazepina,623400.0,lacosamide,IN,N,,N03,,N03A,,N03AX,Other antiepileptics
trimetropin,10829.0,trimethoprim,IN,J,,J01,,J01E,,J01EE,"Combinations of sulfonamides and trimethoprim, incl. derivatives"
levocetiriceina,356887.0,levocetirizine,IN,R,,R06,,R06A,,R06AE,Piperazine derivatives
albendazol,430.0,albendazole,IN,P,,P02,,P02C,,P02CA,Benzimidazole derivatives
vit d c hierro complejo b,11251.0,vitamin B complex,IN,,,,,,,,
everolimus mg c h,141704.0,everolimus,IN,L,,L04,,L04A,,L04AH,Mammalian target of rapamycin (mTOR) kinase inhibitors
quimio may,852015.0,corn pollen extract,IN,V,,V01,,V01A,,V01AA,Allergen extracts
lacroyl,2182891.0,lauroyl methylaminoproprionate,IN,,,,,,,,
acido folico calcio fe,4511.0,folic acid,IN,B,,B03,,B03A,,B03AD,Iron in combination with folic acid
dinogest,22968.0,dienogest,IN,G,,G03,,G03D,,G03DB,Pregnadien derivatives
lagricel ojo seco,12062.0,alfacalcidol,IN,A,,A11,,A11C,,A11CC,Vitamin D and analogues
gelicart,2385121.0,Licart,BN,M,,M01,,M01A,,M01AB,Acetic acid derivatives and related substances
multivitaminas,313599.0,ascorbic acid 35 MG/ML / cholecalciferol 0.01 MG/ML / vitamin A 0.45 MG/ML Oral Solution,SCD,A,,A11,,A11C,,A11CA,"Vitamin A, plain"
hidroxicloroquina junio,5521.0,hydroxychloroquine,IN,P,,P01,,P01B,,P01BA,Aminoquinolines
analgesicos periodo,,,,,,,,,,,
lt x lunes viernes,,,,,,,,,,,
enoxaparina mg cada dias,,,,,,,,,,,
alergfast,,,,,,,,,,,
meloxican,,,,,,,,,,,
metrinelle,,,,,,,,,,,
amitriptilina ocasional dormir,,,,,,,,,,,
olodina,,,,,,,,,,,
cosopt colirio,,,,,,,,,,,
baclofen x,,,,,,,,,,,
cloruro mg,,,,,,,,,,,
pregabvalina,,,,,,,,,,,
canabis gotas ocasional,,,,,,,,,,,
baclofeno,,,,,,,,,,,
lyrica sinalgen,,,,,,,,,,,
acetminofen,,,,,,,,,,,
tobramicina,,,,,,,,,,,
isofen forte,,,,,,,,,,,
simvastatina ezetimibe,,,,,,,,,,,
isotretinoida,,,,,,,,,,,
betaloc mg dia,,,,,,,,,,,
simbicort,,,,,,,,,,,
rifaximina,,,,,,,,,,,
metoclopramida,,,,,,,,,,,
analgesicos ocasionales,,,,,,,,,,,
ansioliticos,,,,,,,,,,,
provera,,,,,,,,,,,
enzimar,,,,,,,,,,,
anticonceptivos control sangrado,,,,,,,,,,,
ciprofibtrato,,,,,,,,,,,
asa ocasional,,,,,,,,,,,
terapia hormonal,,,,,,,,,,,
pilorcapina,,,,,,,,,,,
sevedol ocasional,,,,,,,,,,,
tomo asa semana pasada,,,,,,,,,,,
vitamnias,,,,,,,,,,,
bicalutamida,,,,,,,,,,,
losartah hctz,,,,,,,,,,,
metformina mg,,,,,,,,,,,
tetralyzal,,,,,,,,,,,
antiretrovirales,,,,,,,,,,,
dolex duraflex,,,,,,,,,,,
alfuzosina,,,,,,,,,,,
zen,,,,,,,,,,,
amlodipino mexazolam mg vortioxetina mg duodart,,,,,,,,,,,
spray nasal asonex,,,,,,,,,,,
ibersartan,,,,,,,,,,,
naratriptan,,,,,,,,,,,
mycroginon,,,,,,,,,,,
colestir,,,,,,,,,,,
tapentadol,,,,,,,,,,,
topamax,,,,,,,,,,,
deslodex,,,,,,,,,,,
asa dosis unica mg,,,,,,,,,,,
fe vitaminas,,,,,,,,,,,
escitalpram,,,,,,,,,,,
dianogest,,,,,,,,,,,
ninuguno,,,,,,,,,,,
kepra venlafaxina,,,,,,,,,,,
q,,,,,,,,,,,
hidrocodona acetamninofen,,,,,,,,,,,
terbinafina,,,,,,,,,,,
enalapril x,,,,,,,,,,,
vitaminas c,,,,,,,,,,,
tibonola trh,,,,,,,,,,,
isotretinoina,,,,,,,,,,,
viene paciente,,,,,,,,,,,
inmunoterapia mensual alergia acaros,,,,,,,,,,,
metoformina,,,,,,,,,,,
tmp sulfa,,,,,,,,,,,
loratadina rinitis,,,,,,,,,,,
denosumab,,,,,,,,,,,
vit b calcio,,,,,,,,,,,
calcibon d,,,,,,,,,,,
estriol ovulos,,,,,,,,,,,
saxenda bajar peso,,,,,,,,,,,
medicamento dolor,,,,,,,,,,,
calcio suspendido,,,,,,,,,,,
hipercolesterolemia,,,,,,,,,,,
dolex dolor,,,,,,,,,,,
traumee,,,,,,,,,,,
cefalexina profilactica orina esteril,,,,,,,,,,,
tramadol vo segun necesidad,,,,,,,,,,,
lantanoprost colirio,,,,,,,,,,,
zentrum,,,,,,,,,,,
oxicodona,,,,,,,,,,,
dipirona hioscina,,,,,,,,,,,
raltegravir,,,,,,,,,,,
syntroyd,,,,,,,,,,,
sertraina,,,,,,,,,,,
flavonoides,,,,,,,,,,,
descrito ea,,,,,,,,,,,
yazmin,,,,,,,,,,,
dapaglifozina metformina,,,,,,,,,,,
metronidazol cumplio dias,,,,,,,,,,,
trelozol,,,,,,,,,,,
omeprazol susp,,,,,,,,,,,
vitc,,,,,,,,,,,
trazodona mg noche,,,,,,,,,,,
bactrim,,,,,,,,,,,
testosterona cada tres meses,,,,,,,,,,,
anticonceptivo orales,,,,,,,,,,,
medicamento naturista recuerda nombre,,,,,,,,,,,
lactancia materna exclusiva,,,,,,,,,,,
azitromicina x tto odontologico,,,,,,,,,,,
lovsatatina,,,,,,,,,,,
imatinib,,,,,,,,,,,
vitmaina b,,,,,,,,,,,
tramadol lumbalgia,,,,,,,,,,,
simeticona,,,,,,,,,,,
cianocolabalina,,,,,,,,,,,
latanoprost,,,,,,,,,,,
metoprolol succinato betaloc zok,,,,,,,,,,,
tenofovir profilaxis hiv,,,,,,,,,,,
quemador grasa,,,,,,,,,,,
metronidazol,,,,,,,,,,,
vortioxetina mg x tab dia,,,,,,,,,,,
propafenona x,,,,,,,,,,,
acetaminofen buscapina dolor,,,,,,,,,,,
aciclovir,,,,,,,,,,,
enalapril mg c horas,,,,,,,,,,,
acetaminofen cafeina,,,,,,,,,,,
movidol,,,,,,,,,,,
gestavic,,,,,,,,,,,
acido tranexamico,,,,,,,,,,,
valsartan mg,,,,,,,,,,,
escitalopran,,,,,,,,,,,
naaproxeno,,,,,,,,,,,
silodosina diaria,,,,,,,,,,,
atorvastaina,,,,,,,,,,,
vitaminas cabello,,,,,,,,,,,
losartan mg cada h,,,,,,,,,,,
metadona,,,,,,,,,,,
iofi,,,,,,,,,,,
sulfato fe cianocobalamina,,,,,,,,,,,
medicamento acne,,,,,,,,,,,
etarnecet semanal biologico,,,,,,,,,,,
premarin,,,,,,,,,,,
metformina mg dia,,,,,,,,,,,
proteinas suplementos,,,,,,,,,,,
fluconazol x sem,,,,,,,,,,,
valsartan x mgs,,,,,,,,,,,
tiamina,,,,,,,,,,,
iboprofeno,,,,,,,,,,,
pregabalina mg c horas,,,,,,,,,,,
atorvastatina mg dia ocasional,,,,,,,,,,,
galvusmet,,,,,,,,,,,
rovastatina mg,,,,,,,,,,,
linagliptina,,,,,,,,,,,
ferroprotina,,,,,,,,,,,
hidroxido magnesio,,,,,,,,,,,
goutex,,,,,,,,,,,
broncodilatador,,,,,,,,,,,
tramadol acetaminofen,,,,,,,,,,,
mesalasina,,,,,,,,,,,
acido urodesoxicolico,,,,,,,,,,,
amlodipino mg,,,,,,,,,,,
prolertus,,,,,,,,,,,
tetrinex,,,,,,,,,,,
medroxiprogesterona,,,,,,,,,,,
lanzoprazol ocasional,,,,,,,,,,,
silodosina,720825.0,silodosin,IN,G,,G04,,G04C,,G04CA,Alpha-adrenoreceptor antagonists
cardersartan,214354.0,candesartan,IN,C,,C09,,C09C,,C09CA,"Angiotensin II receptor blockers (ARBs), plain"
tegretol,203029.0,Tegretol,BN,N,,N03,,N03A,,N03AF,Carboxamide derivatives
valsartan hctz,214626.0,hydrochlorothiazide / valsartan,MIN,C,,C09,,C09D,,C09DA,Angiotensin II receptor blockers (ARBs) and diuretics
levotiroxina ucg,10582.0,levothyroxine,IN,H,,H03,,H03A,,H03AA,Thyroid hormones
citrato magnesio,6574.0,magnesium,IN,,,,,,,,
interferon,1421648.0,gamma-interferon,IN,L,,L03,,L03A,,L03AB,Interferons
metimazol esomeprazol,283742.0,esomeprazole,IN,A,,A02,,A02B,,A02BC,Proton pump inhibitors
viplena,,,,,,,,,,,
eritromicina,4053.0,erythromycin,IN,J,,J01,,J01F,,J01FA,Macrolides
apocard flecainida,4441.0,flecainide,IN,C,,C01,,C01B,,C01BC,"Antiarrhythmics, class Ic"
vitamina c zinc,1151.0,ascorbic acid,IN,A,,A11,,A11J,,A11JC,"Vitamins, other combinations"
levocetirizina,356887.0,levocetirizine,IN,R,,R06,,R06A,,R06AE,Piperazine derivatives
sevedol par ael dolor,830861.0,24 HR diltiazem hydrochloride 120 MG Extended Release Oral Capsule,SCD,C,,C08,,C08D,,C08DB,Benzothiazepine derivatives
bromuro otilonio,203212.0,ipratropium bromide,PIN,R,,R03,,R03A,,R03AL,Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids
enalapril mg,3827.0,enalapril,IN,C,,C09,,C09A,,C09AA,"ACE inhibitors, plain"
insulina larga acccion usc noche,253182.0,"insulin, regular, human",IN,A,,A10,,A10A,,A10AD,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting"
neg,,,,,,,,,,,
carbamacepina,2002.0,carbamazepine,IN,N,,N03,,N03A,,N03AF,Carboxamide derivatives
anemnidox,,,,,,,,,,,
doxylamina,3642.0,doxylamine,IN,N,,N02,,N02B,,N02BE,Anilides
asa mg x,217263.0,Gas-X,BN,A,,A03,,A03A,,A03AX,Other drugs for functional gastrointestinal disorders
anticonecptivos orales,,,,,,,,,,,
levotiroxina cada dia,10582.0,levothyroxine,IN,H,,H03,,H03A,,H03AA,Thyroid hormones
levotiroxina mcg cada dia,10582.0,levothyroxine,IN,H,,H03,,H03A,,H03AA,Thyroid hormones
ozempic semana,1991307.0,Ozempic,BN,A,,A10,,A10B,,A10BJ,Glucagon-like peptide-1 (GLP-1) analogues
astonin tab dia,1441544.0,Alstonia constricta bark extract,IN,,,,,,,,
anemidx,,,,,,,,,,,
antiacidos,1897.0,calcium carbonate,IN,A,,A12,,A12A,,A12AX,"Calcium, combinations with vitamin D and/or other drugs"
triptorelina,38782.0,triptorelin,IN,L,,L02,,L02A,,L02AE,Gonadotropin releasing hormone analogues
piperacilina tazobactam,74169.0,piperacillin / tazobactam,MIN,J,,J01,,J01C,,J01CR,"Combinations of penicillins, incl. beta-lactamase inhibitors"
calcibon vitamina d,11253.0,vitamin D,IN,,,,,,,,
mometosana,,,,,,,,,,,
hidroxido aluminio,612.0,aluminum hydroxide,IN,A,,A02,,A02A,,A02AD,"Combinations and complexes of aluminium, calcium and magnesium compounds"
anticonceptivo inyectable,,,,,,,,,,,
terapia antialergrenica,,,,,,,,,,,
afidra,607583.0,Apidra,BN,A,,A10,,A10A,,A10AB,"Insulins and analogues for injection, fast-acting"
levotiroxina ucg dia,10582.0,levothyroxine,IN,H,,H03,,H03A,,H03AA,Thyroid hormones
fe ocasional,152364.0,Slow-Fe,BN,B,,B03,,B03A,,B03AA,"Iron bivalent, oral preparations"
omeprzol,7646.0,omeprazole,IN,A,,A02,,A02B,,A02BC,Proton pump inhibitors
diltiazem,3443.0,diltiazem,IN,C,,C08,,C08D,,C08DB,Benzothiazepine derivatives
metformina irrregular,6809.0,metformin,IN,A,,A10,,A10B,,A10BD,Combinations of oral blood glucose lowering drugs
mometasona spray cada dia,1797864.0,mometasone Metered Dose Nasal Spray,SCDF,D,,D07,,D07A,,D07AC,"Corticosteroids, potent (group III)"
naproxeno segun dolor,7258.0,naproxen,IN,M,,M01,,M01A,,M01AE,Propionic acid derivatives
valsartan cada dia mg di ban,215374.0,Aqua-Ban,BN,,,,,,,,
rosuvastatina ocasional,301542.0,rosuvastatin,IN,C,,C10,,C10A,,C10AA,HMG CoA reductase inhibitors
antiretrovirales accidente laboral,,,,,,,,,,,
mirtazipina zopiclona,40001.0,zopiclone,IN,N,,N05,,N05C,,N05CF,Benzodiazepine related drugs
clobetasol topico,2590.0,clobetasol,IN,D,,D07,,D07A,,D07AD,"Corticosteroids, very potent (group IV)"
dalteparina,67109.0,dalteparin,IN,B,,B01,,B01A,,B01AB,Heparin group
diosmina x insuf venosa,217263.0,Gas-X,BN,A,,A03,,A03A,,A03AX,Other drugs for functional gastrointestinal disorders
levetiracetam mg dia,114477.0,levetiracetam,IN,N,,N03,,N03A,,N03AX,Other antiepileptics
bromazepam,1749.0,bromazepam,IN,N,,N05,,N05B,,N05BA,Benzodiazepine derivatives
mometasona spray,1797864.0,mometasone Metered Dose Nasal Spray,SCDF,D,,D07,,D07A,,D07AC,"Corticosteroids, potent (group III)"
magnesio mg cada dia,6574.0,magnesium,IN,,,,,,,,
trimebutina simeticona,9796.0,simethicone,IN,A,,A02,,A02A,,A02AF,Antacids with antiflatulents
clonazepan,2598.0,clonazepam,IN,N,,N03,,N03A,,N03AE,Benzodiazepine derivatives
levotiroxina mg dia,10582.0,levothyroxine,IN,H,,H03,,H03A,,H03AA,Thyroid hormones
suspendidos sertralina quetiapina,51272.0,quetiapine,IN,N,,N05,,N05A,,N05AH,"Diazepines, oxazepines, thiazepines and oxepines"
esomeporazol,283742.0,esomeprazole,IN,A,,A02,,A02B,,A02BC,Proton pump inhibitors
medicacion artrosis manos,543481.0,Vanos,BN,C,,C05,,C05A,,C05AA,Corticosteroids
neosaldina,,,,,,,,,,,
bedoyecta,,,,,,,,,,,
losartan mgs cada,52175.0,losartan,IN,C,,C09,,C09C,,C09CA,"Angiotensin II receptor blockers (ARBs), plain"
macrodantina cada noche,203054.0,Macrodantin,BN,J,,J01,,J01X,,J01XE,Nitrofuran derivatives
isoface isotretinoina cada noche,6064.0,isotretinoin,IN,D,,D10,,D10B,,D10BA,Retinoids for treatment of acne
tto acne,1310910.0,Propionibacterium acnes,IN,,,,,,,,
dutasterida,228790.0,dutasteride,IN,G,,G04,,G04C,,G04CA,Alpha-adrenoreceptor antagonists
anticocnceptivos orales,,,,,,,,,,,
sawpalmeto,,,,,,,,,,,
hidroclorotiazida,5487.0,hydrochlorothiazide,IN,C,,C09,,C09D,,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations"
azetaolamida,167.0,acetazolamide,IN,S,,S01,,S01E,,S01EC,Carbonic anhydrase inhibitors
anti inflamatorios esteroideos,1541087.0,Anti Bac,BN,D,,D02,,D02A,,D02AF,Salicylic acid preparations
naturales,1089808.0,Tears Naturale PM,BN,S,,S01,,S01X,,S01XA,Other ophthalmologicals
dianomed,,,,,,,,,,,
isopretinoina,6064.0,isotretinoin,IN,D,,D10,,D10B,,D10BA,Retinoids for treatment of acne
asa calcio fe,152364.0,Slow-Fe,BN,B,,B03,,B03A,,B03AA,"Iron bivalent, oral preparations"
losartan mg c h,52175.0,losartan,IN,C,,C09,,C09C,,C09CA,"Angiotensin II receptor blockers (ARBs), plain"
carbidopa levodopa,103990.0,carbidopa / levodopa,MIN,N,,N04,,N04B,,N04BA,Dopa and dopa derivatives
ver nota,1550700.0,Kentucky bluegrass pollen extract 100 IR / orchard grass pollen extract 100 IR / perennial rye grass pollen extract 100 IR / sweet vernal grass pollen extract 100 IR / Timothy grass pollen extract 100 IR Sublingual Tablet,SCD,V,,V01,,V01A,,V01AA,Allergen extracts
antimigranoso,,,,,,,,,,,
tamsulosina mg,77492.0,tamsulosin,IN,G,,G04,,G04C,,G04CA,Alpha-adrenoreceptor antagonists
duodart tamsulosina dutasteride,1001472.0,dutasteride / tamsulosin,MIN,G,,G04,,G04C,,G04CA,Alpha-adrenoreceptor antagonists
pregabalina x mgs,217263.0,Gas-X,BN,A,,A03,,A03A,,A03AX,Other drugs for functional gastrointestinal disorders
losartan x mgs,52175.0,losartan,IN,C,,C09,,C09C,,C09CA,"Angiotensin II receptor blockers (ARBs), plain"
captopril x mgs,1998.0,captopril,IN,C,,C09,,C09B,,C09BA,ACE inhibitors and diuretics
metformina x mgs,217263.0,Gas-X,BN,A,,A03,,A03A,,A03AX,Other drugs for functional gastrointestinal disorders
dipirona,,,,,,,,,,,
vitd vit b calcio,11251.0,vitamin B complex,IN,,,,,,,,
valerato estradiol,24395.0,estradiol valerate,PIN,G,,G03,,G03F,,G03FA,"Progestogens and estrogens, fixed combinations"
ac tranexamico mg dia,10691.0,tranexamic acid,IN,B,,B02,,B02A,,B02AA,Amino acids
plitican ocasional,,,,,,,,,,,
levotiraxina dia,996520.0,dextromethorphan hydrobromide 2 MG/ML / guaifenesin 20 MG/ML Oral Solution,SCD,R,,R05,,R05D,,R05DA,Opium alkaloids and derivatives
naturista colageno vitamina c,1151.0,ascorbic acid,IN,A,,A11,,A11J,,A11JC,"Vitamins, other combinations"
medicacion migrana,42643.0,Migranal,BN,N,,N02,,N02C,,N02CA,Ergot alkaloids
farmadec vit d,11253.0,vitamin D,IN,,,,,,,,
diclofenac im,3355.0,diclofenac,IN,M,,M01,,M01A,,M01AB,Acetic acid derivatives and related substances
sulfazalacina,9524.0,sulfasalazine,IN,A,,A07,,A07E,,A07EC,Aminosalicylic acid and similar agents
enalapril cada,3827.0,enalapril,IN,C,,C09,,C09A,,C09AA,"ACE inhibitors, plain"
dole forte,202844.0,Pred Forte,BN,S,,S01,,S01B,,S01BA,"Corticosteroids, plain"
etrocoxib,307296.0,etoricoxib,IN,M,,M01,,M01A,,M01AH,Coxibs
efvirene,195085.0,efavirenz,IN,J,,J05,,J05A,,J05AR,"Antivirals for treatment of HIV infections, combinations"
lt,220200.0,Tegrin-LT Shampoo,BN,P,,P03,,P03A,,P03AC,"Pyrethrines, incl. synthetic compounds"
vit d calcio,11253.0,vitamin D,IN,,,,,,,,
ketiapina,,,,,,,,,,,
dilastina,202740.0,Dilantin,BN,N,,N03,,N03A,,N03AB,Hydantoin derivatives
cetirizina ocasional,20610.0,cetirizine,IN,R,,R06,,R06A,,R06AE,Piperazine derivatives
levotioxina,,,,,,,,,,,
tamsulozina,77492.0,tamsulosin,IN,G,,G04,,G04C,,G04CA,Alpha-adrenoreceptor antagonists
diclofenaco ibuprofeno ocasional,5640.0,ibuprofen,IN,N,,N02,,N02A,,N02AJ,Opioids in combination with non-opioid analgesics
rivaroxaban,1114195.0,rivaroxaban,IN,B,,B01,,B01A,,B01AF,Direct factor Xa inhibitors
telmisartan,73494.0,telmisartan,IN,C,,C09,,C09C,,C09CA,"Angiotensin II receptor blockers (ARBs), plain"
lovastatina x mgs,217263.0,Gas-X,BN,A,,A03,,A03A,,A03AX,Other drugs for functional gastrointestinal disorders
betaloc zock,2655450.0,metoprolol tartrate Oral Tablet [Betaloc],SBDFP,,,,,,,,
lymecin,,,,,,,,,,,
inh soos crisis,106315.0,benzoyl peroxide 100 MG/ML Topical Cream,SCD,D,,D10,,D10A,,D10AE,Peroxides
liotironina mcg dia x l s,1722382.0,"L-methionine-S,R-sulfoximine",IN,,,,,,,,
omega actual,,,,,,,,,,,
captorpil,1998.0,captopril,IN,C,,C09,,C09B,,C09BA,ACE inhibitors and diuretics
losartan cda h,52175.0,losartan,IN,C,,C09,,C09C,,C09CA,"Angiotensin II receptor blockers (ARBs), plain"
venatil,,,,,,,,,,,
losartan hctz,214619.0,hydrochlorothiazide / losartan,MIN,C,,C09,,C09C,,C09CA,"Angiotensin II receptor blockers (ARBs), plain"
dorzolamina gotas,60207.0,dorzolamide,IN,S,,S01,,S01E,,S01EC,Carbonic anhydrase inhibitors
liraglutide,475968.0,liraglutide,IN,A,,A10,,A10B,,A10BJ,Glucagon-like peptide-1 (GLP-1) analogues
imipramida cistitis cronica,5691.0,imipramine,IN,N,,N06,,N06A,,N06AA,Non-selective monoamine reuptake inhibitors
lveotiroxina,,,,,,,,,,,
atb indicado infectologia,1307969.0,tamarind seed extract,IN,,,,,,,,
dasatinil,475342.0,dasatinib,IN,L,,L01,,L01E,,L01EA,BCR-ABL tyrosine kinase inhibitors
vit vit c,1151.0,ascorbic acid,IN,A,,A11,,A11J,,A11JC,"Vitamins, other combinations"
acido folico mg horas,4511.0,folic acid,IN,B,,B03,,B03A,,B03AD,Iron in combination with folic acid
hiperliper,,,,,,,,,,,
pregaballina,187832.0,pregabalin,IN,N,,N02,,N02B,,N02BF,Gabapentinoids
valkote,,,,,,,,,,,
azatioprina colchicina,1256.0,azathioprine,IN,L,,L04,,L04A,,L04AX,Other immunosuppressants
glibenclamida x mgs,217263.0,Gas-X,BN,A,,A03,,A03A,,A03AX,Other drugs for functional gastrointestinal disorders
asa calcio,1895.0,calcium,IN,,,,,,,,
amitriptilina tab noche,704.0,amitriptyline,IN,N,,N06,,N06A,,N06AA,Non-selective monoamine reuptake inhibitors
fluconazol aciclovir,4450.0,fluconazole,IN,J,,J02,,J02A,,J02AC,Triazole and tetrazole derivatives
euitrox,,,,,,,,,,,
estafen,,,,,,,,,,,
suplemento cannabis medicinal,1305550.0,Cannabis sativa seed oil,IN,,,,,,,,
tamosulosina,77492.0,tamsulosin,IN,G,,G04,,G04C,,G04CA,Alpha-adrenoreceptor antagonists
etoricoxib ocasional,307296.0,etoricoxib,IN,M,,M01,,M01A,,M01AH,Coxibs
escitalopram mg cada dia,321988.0,escitalopram,IN,N,,N06,,N06A,,N06AB,Selective serotonin reuptake inhibitors
mometaona spray nasal,1797864.0,mometasone Metered Dose Nasal Spray,SCDF,D,,D07,,D07A,,D07AC,"Corticosteroids, potent (group III)"
xalacom dorsolamida,,,,,,,,,,,
etoricoxib cada dia,,,,,,,,,,,
losaratan mg cada h,,,,,,,,,,,
apixaban cada h,,,,,,,,,,,
meloxicam ocasional,,,,,,,,,,,
proteina,,,,,,,,,,,
vit d c biotina,,,,,,,,,,,
eutirox sd,,,,,,,,,,,
vitamina d u dia,,,,,,,,,,,
onlazapina,,,,,,,,,,,
levodopa carbidopa x mg,,,,,,,,,,,
enalapril mg cada horas,,,,,,,,,,,
flavoxato mg x,,,,,,,,,,,
xultophy,,,,,,,,,,,
neuroxen,,,,,,,,,,,
dalteparine,,,,,,,,,,,
amlodipino x mgs,,,,,,,,,,,
cloroquina tab mg lunes viernes,,,,,,,,,,,
quetiapina mg,,,,,,,,,,,
gestavid dha,,,,,,,,,,,
semaglutide,,,,,,,,,,,
pradaxa,,,,,,,,,,,
levetiracetan,,,,,,,,,,,
levotiroxina x mgs,,,,,,,,,,,
espirinolactona,,,,,,,,,,,
meds actualmente,,,,,,,,,,,
infusion igiv cada dias,,,,,,,,,,,
tramadol gotas hrs,10689.0,tramadol,IN,N,,N02,,N02A,,N02AX,Other opioids
montelukas,88249.0,montelukast,IN,R,,R03,,R03D,,R03DC,Leukotriene receptor antagonists
normolip,,,,,,,,,,,
suplemento vitamina,1151.0,ascorbic acid,IN,A,,A11,,A11J,,A11JC,"Vitamins, other combinations"
fe zinc,152364.0,Slow-Fe,BN,B,,B03,,B03A,,B03AA,"Iron bivalent, oral preparations"
lyrica ocasional,593441.0,Lyrica,BN,N,,N02,,N02B,,N02BF,Gabapentinoids
